location;date;vaccine;source_url;total_vaccinations;people_vaccinated;people_fully_vaccinated;new case;new death
Brazil;2021-03-26;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;17032868;13053114;3979754;47774;1290
Brazil;2021-03-27;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;17519083;13487207;4031876;49293;1383
Brazil;2021-03-28;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;17706983;13659406;4047577;82493;3251
Brazil;2021-03-29;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;18082153;13988029;4094124;89992;2009
Brazil;2021-03-30;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;18222559;14112509;4110050;100158;2777
Brazil;2021-03-31;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;19155981;14921376;4234605;84245;3650
Brazil;2021-04-02;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;20632877;16099532;4533345;85948;3438
Brazil;2021-04-03;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;20956770;16377083;4579687;44326;1656
Brazil;2021-04-04;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;21070128;16472281;4597847;38927;1660
Brazil;2021-04-05;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;21960953;17128933;4832020;84494;3780
Brazil;2021-04-06;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;22850791;17791338;5059453;90638;3869
Brazil;2021-04-07;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;24197996;18859274;5338722;91097;3769
Brazil;2021-04-08;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;24981199;19386057;5595142;70238;2922
Brazil;2021-04-09;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;25735314;19886870;5848444;43515;1987
Brazil;2021-04-10;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;26548845;20513828;6035017;31359;1240
Brazil;2021-04-11;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;26741261;20654434;6086827;28645;1319
Brazil;2021-04-12;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;27432994;21080623;6352371;86979;4195
Brazil;2021-04-13;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;30801723;23602070;7199653;92625;3829
Brazil;2021-04-14;Oxford/AstraZeneca, Sinovac;https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;31703967;24197321;7506646;86652;4249
Brazil;2021-04-18;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;32947066;24350046;8597020;93317;3693
Brazil;2021-04-19;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;33755229;24776701;8978528;71832;2616
Brazil;2021-04-20;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;33807132;24805515;9001617;37017;1803
Brazil;2021-04-21;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;34058640;24918188;9140452;35785;1480
Brazil;2021-04-22;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;35024957;25340967;9683990;82186;3808
Brazil;2021-04-23;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;37112833;26398005;10714828;73513;3459
Brazil;2021-04-24;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;37730651;26687711;11042940;73174;3560
Brazil;2021-04-25;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;38027113;26873143;11153970;85774;3305
Brazil;2021-04-26;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;38986878;27345796;11641082;67636;2929
Brazil;2021-04-27;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;40168799;27920546;12248253;42980;1657
Brazil;2021-04-28;Oxford/AstraZeneca, Sinovac;https://qsprod.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html;40494540;28072153;12422387;30624;1347
;;;;;;;69381;3321
;;;;;;;79719;3472
;;;;;;;45178;2027
;;;;;;;69105;2914
;;;;;;;71137;3076
;;;;;;;32572;1305
;;;;;;;28636;1139
;;;;;;;72140;3086
;;;;;;;79726;3163
